"adap-org/9904004","Andreas Pedersen","Paolo Sibani, Andreas Pedersen","Evolution dynamics in terraced NK landscapes","8 pages with 4 figures. Accepted in Europhys. Lett","Europhysics Lett. 48, 346-352 (1999)","10.1209/epl/i1999-00487-7",,"adap-org nlin.AO q-bio",,"  We study populations of agents evolving in fitness landscapes constructed
according to the rules of a modified NK model with a tunable amount of neutral
paths. In the `punctuated equilibrium' regime evolutionary events are
identified as jumps in the mean population fitness, and the statistics of these
jumps in an ensemble of independently evolving populations is analyzed. We show
that, for a wide range of landscapes parameters, the number of events in time t
is Poisson distributed, with the time parameter replaced by the logarithm of
time. This simple log-Poisson statistics likewise describes the number n of
records in any sequence of t independently generated random numbers. The
implications of this behavior for evolution dynamics are discussed.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:52:33 GMT""},{""version"":""v2"",""created"":""Wed, 13 Oct 1999 14:36:18 GMT""}]","2009-10-31"
"cond-mat/9904215","Matt Visser","David Hochberg (LAEFF, Centro de Astrobiologia; Madrid), Carmen
  Molina-Paris (Los Alamos), Juan Perez-Mercader (LAEFF, Centro de
  Astrobiologia; Madrid), Matt Visser (Washington University in St Louis)","Effective action for stochastic partial differential equations","24 pages, latex 209, ReV_TeX 3.2; Cosmetic revisions to improve the
  handling of the Faddeev-Popov ghost determinant; References updated; Accepted
  for publication in Physical Review E; This version essentially identical to
  the published version","Phys.Rev. E60 (1999) 6343-6360","10.1103/PhysRevE.60.6343","LA-UR-1721","cond-mat.stat-mech chao-dyn hep-th nlin.CD",,"  Stochastic partial differential equations (SPDEs) are the basic tool for
modeling systems where noise is important. In this paper we set up a functional
integral formalism and demonstrate how to extract all the one-loop physics for
an arbitrary SPDE subject to arbitrary Gaussian noise. It is extremely
important to realize that Gaussian noise does not imply that the field
variables undergo Gaussian fluctuations, and that these non-quantum field
theories are fully interacting. Experience with quantum field theories (QFTs)
has taught us that one-loop physics is often quite adequate to give a good
description of the salient issues, and furthermore offers marked technical
advantages: We can sidestep the complications inherent in the
Martin-Siggia-Rose formalism (the SPDE analog of the BRST formalism used in
QFT) and instead focus attention on a minimalist approach that uses only the
physical fields (this ``direct approach'' is the SPDE analog of canonical
quantization using physical fields.) We show how to define the effective action
to all loops, and then focus on the one-loop effective action, and its
specialization to constant fields: the effective potential. An important result
is that the amplitude of the two-point function governing the noise acts as the
loop-counting parameter and is the analog of Planck's constant hbar in this
SPDE context. We derive a general expression for the one-loop effective
potential of an arbitrary SPDE subject to translation-invariant Gaussian noise,
and compare this with the one-loop potential for QFT.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 16:01:59 GMT""},{""version"":""v2"",""created"":""Mon, 6 Sep 1999 10:25:18 GMT""}]","2009-10-31"
"cond-mat/9904216","Volker Becker","V. Becker and H.K. Janssen (U. of Duesseldorf)","Field Theory of Critical Behaviour in Driven Diffusive Systems with
  Quenched Disorder","47 pages, 6 figures",,"10.1023/A:1004610726108","JSP 98-261","cond-mat.stat-mech",,"  We present a field theoretic renormalization group study for the critical
behaviour of a uniformly driven diffusive system with quenched disorder, which
is modelled by different kinds of potential barriers between sites. Due to
their symmetry properties, these different realizations of the random potential
barriers lead to three different models for the phase transition to transverse
order and to one model for the phase transition to longitudinal order all
belonging to distinct universality classes. In these four models that have
different upper critical dimensions d_{c} we find the critical scaling
behaviour of the vertex functions in spatial dimensions d < d_{c} . Its
deviation from purely diffusive behaviour is characterized by the
anomaly-exponent \eta that we calculate at first and second order, respectively
in $\epsilon = d_{c} -d$. In each model \eta turns out to be positive which
means superdiffusive spread of density fluctuations in the driving force
direction.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 18:36:34 GMT""}]","2015-06-25"
"cond-mat/9904217","Alexander Cherny","A. Yu. Cherny and A.A. Shanenko","Towards Strong-Coupling Generalization of the Bogoliubov Model","REVTeX, 7 pages, no figures",,,,"cond-mat.stat-mech",,"  The well-known results concerning a dilute Bose gas with the short-range
repulsive interaction should be reconsidered due to a thermodynamic
inconsistency of the method being basic to much of the present understanding of
this subject and nonrelevant behaviour of the pair distribution function at
small boson separations. The aim of our paper is to propose a new way of
treating the dilute Bose gas with an arbitrary strong interaction. Using the
reduced density matrix of the second order and a variational procedure, this
way allows us to escape the inconsistency mentioned and operate with singular
potentials like the Lennard-Jones one. All the consideration concerns the zero
temperature.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 18:39:00 GMT""},{""version"":""v2"",""created"":""Tue, 29 Jun 1999 14:51:30 GMT""}]","2007-05-23"
"cond-mat/9904218","Anders W. Sandvik","Anders W. Sandvik","Multi-Chain Mean-Field Theory of Quasi One-Dimensional Quantum Spin
  Systems","4 pages, 3 figures. Results for larger numbers of chains included (up
  to 9). More extensive discussion of finite-size corrections for rectangular
  lattices","Phys. Rev. Lett. 83, 3069 (1999)","10.1103/PhysRevLett.83.3069",,"cond-mat.str-el cond-mat.stat-mech",,"  A multi-chain mean-field theory is developed and applied to a two-dimensional
system of weakly coupled S=1/2 Heisenberg chains. The environment of a chain
C_0 is modeled by a number of neighbor chains C_d, d = +/-1,...,+/-n, with the
edge chains (d=+/-n) coupled to a staggered field. Using a quantum Monte Carlo
method, the effective (2n+1)-chain Hamiltonian is solved self-consistently for
$n$ up to 4. The results are compared with simulation results for the original
Hamiltonian on large rectangular lattices. Both methods show that the staggered
magnetization M for small interchain couplings alpha behaves as M=A*alpha^1/2
enhanced by a multiplicative logarithmic correction.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 19:09:51 GMT""},{""version"":""v2"",""created"":""Thu, 22 Jul 1999 02:17:28 GMT""}]","2009-10-31"
"cond-mat/9904219","Andrei Lopatin","A. V. Lopatin, L. B. Ioffe","Instantons in the Langevin dynamics: an application to spin glasses","18 pages, 2 figures",,"10.1103/PhysRevB.60.6412",,"cond-mat.dis-nn",,"  We develop a general technique to calculate the probability of transitions
over the barriers in spin-glasses in the framework of the dynamical theory. We
use Lagrangian formulation of the instanton dynamics in which the transitions
are represented by instantons. We derive the full set of the equations that
determine the instantons but instead of solving them directly we prove that an
instanton process can be mapped into a usual process going back in time which
simplifies the problem significantly. We apply this general considerations to a
simple example of the spherical Sherrington-Kirkpatrick model and we find the
probability of the transition between the metastable states which is in
agreement with physical expectations.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 19:14:53 GMT""}]","2009-10-31"
"cond-mat/9904220","Anders W. Sandvik","Anders W. Sandvik and Chris J. Hamer","Ground state parameters, finite-size scaling, and low-temperature
  properties of the two-dimensional S=1/2 XY model","6 pages, 8 figures","Phys. Rev. B 60, 6588 (1999)","10.1103/PhysRevB.60.6588",,"cond-mat.stat-mech",,"  We present high-precision quantum Monte Carlo results for the S=1/2 XY model
on a two-dimensional square lattice, in the ground state as well as at finite
temperature. The energy, the spin stiffness, the magnetization, and the
susceptibility are calculated and extrapolated to the thermodynamic limit. For
the ground state, we test a variety of finite-size scaling predictions of
effective Lagrangian theory and find good agreement and consistency between the
finite-size corrections for different quantities. The low-temperature behavior
of the susceptibility and the internal energy is also in good agreement with
theoretical predictions.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 20:20:58 GMT""}]","2009-10-31"
"cond-mat/9904221","Tatiana G. Rappoport","Tatiana G. Rappoport, M. S. Figueira, M. A. Continentino","Short-range antiferromagnetic correlations in Kondo insulators","13 pages, 13 figures. To be published in Physics Letters A",,"10.1016/S0375-9601(99)00837-3",,"cond-mat.str-el",,"  We study the influence of short range antiferromagnetic correlations between
local $f$-electrons on the transport and thermodynamic properties of Kondo
insulators, as first proposed by Coqblin et al. for metallic heavy fermions.
The inter-site magnetic correlations produce an effective bandwidth for the
$f$-electrons. They are treated on the same footing as the local Kondo
correlations such that two energy scales appear in our approach. We discuss the
competition between these two scales on the physical properties.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 20:52:11 GMT""},{""version"":""v2"",""created"":""Thu, 22 Apr 1999 16:30:48 GMT""},{""version"":""v3"",""created"":""Thu, 13 Jan 2000 02:42:06 GMT""}]","2009-10-31"
"cond-mat/9904222","Luis Oscar Manuel","L.O.Manuel and H.A.Ceccatto","Magnetic and quantum disordered phases in triangular-lattice Heisenberg
  antiferromagnets","8 pages REVtex, 5 postscript figures included",,"10.1103/PhysRevB.60.9489",,"cond-mat.stat-mech",,"  We study, within the Schwinger-boson approach, the ground-state structure of
two Heisenberg antiferromagnets on the triangular lattice: the J1-J2 model,
which includes a next-nearest-neighbor coupling J2, and the
spatially-anisotropic J1-J'1 model, in which the nearest-neighbor coupling
takes a different value J'1 along one of the bond directions. The motivations
for the study of these systems range from general theoretical questions
concerning frustrated quantum spin models to the concrete description of the
insulating phase of some layered molecular crystals. For both models, the
inclusion of one-loop corrections to saddle-point results leads to the
prediction of nonmagnetic phases for particular values of the parameters J1/J2
and J'1/J1. In the case of the J1-J2 model we shed light on the existence of
such disordered quantum state, a question which is controversial in the
literature. For the J1-J'1 model our results for the ground-state energy,
quantum renormalization of the pitch in the spiral phase, and the location of
the nonmagnetic phases, nicely agree with series expansions predictions.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 21:55:31 GMT""}]","2009-10-31"
"cond-mat/9904223","Ard A. Louis","A.A. Louis, R. Finken and J-P. Hansen","The structure of colloid-polymer mixtures","7 pages, 4 figures, to appear in EuroPhys. Lett","EuroPhys. Lett. 46, 741 (1999)","10.1209/epl/i1999-00327-4",,"cond-mat.soft cond-mat.stat-mech",,"  We investigate the structure of colloid-polymer mixtures by calculating the
structure factors for the Asakura-Oosawa model in the PY approximation. We
discuss the role of potential range, polymer concentration and polymer-polymer
interactions on the colloid-colloid structure. Our results compare reasonably
well with the recent experiments of Moussa\""{i}d et. al. for small wavenumber
$k$, but we find that the Hansen-Verlet freezing criterion is violated when the
liquid phase becomes marginal.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 21:59:03 GMT""}]","2009-10-31"
"cond-mat/9904224","Ard A. Louis","A.A. Louis and N.W. Ashcroft","Electron-Ion Structure Factors and the General Accuracy of Linear
  Response","to appear in J. Non-Crystalline Solids, part of LAM-10 conference
  proceedings. RevTex, 12 pages, 2 figures","J. Non-Cryst. Solids 250-252, 9 (1999)","10.1016/S0022-3093(99)00107-6",,"cond-mat.mtrl-sci cond-mat.stat-mech",,"  We show that electron-ion structure factors in fluid metallic systems can be
well understood from an application of linear response in the electron system,
combined with hard-sphere like correlation for the ionic component. In
particular, we predict that electron-ion structure factors fall into two
general classes, one for high ($Z>3$) and one for low ($Z\leq2$) valence
metals, and make suggestions for experiments to test these ideas. In addition,
we show how the general success of electronic linear response for most metallic
systems stems in part from an intrinsic interference between atomic and
electronic length scales which weakens the nonlinear response. The main
exception to this is metallic hydrogen.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 22:29:00 GMT""}]","2009-10-31"
"cond-mat/9904225","Ard A. Louis","A.A. Louis and N.W. Ashcroft","Extending Linear Response: Inferences from Electron-Ion Structure
  Factors","5 pages, 2 figures","Phys. Rev. Lett. 81 4456, (1998)","10.1103/PhysRevLett.81.4456",,"cond-mat.mtrl-sci cond-mat.stat-mech",,"  Linear response methods applied to electron systems often display a level of
accuracy which is notable when viewed in terms of the strengths of perturbing
interactions. Neglect of higher response terms is in fact justifiable in many
cases and it can be shown to stem from an intrinsic interference between atomic
and electronic length scales. For fluid metallic systems it can be further
shown that electron-ion structure (increasingly accessible experimentally) can
be understood from an application of linear response in the electron system,
combined with hard-sphere like correlation for the ionic component.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 22:36:44 GMT""}]","2016-08-31"
"cond-mat/9904226","Jacek Miekisz","Janusz Jedrzejewski, Jacek Miekisz","Devil's staircase for a nonconvex interaction","3 pages, Revtex",,"10.1209/epl/i2000-00271-3",,"cond-mat.stat-mech cond-mat.mtrl-sci",,"  We study ground-state orderings of particles in classical lattice-gas models
of adsorption on crystal surfaces. In the considered models, the energy of
adsorbed particles is a sum of two components, each one representing the energy
of a one-dimensional lattice gas with two-body interactions in one of the two
orthogonal lattice directions. This feature reduces the two-dimensional problem
to a one-dimensional one. The interaction energy in each direction is repulsive
and strictly convex only from distance 2 on, while its value at distance 1 can
be positive or negative, but close to zero.
  We show that if the decay rate of the interactions is fast enough, then
particles form 2-particle lattice-connected aggregates which are distributed in
the same most homogeneous way as particles whose interaction is strictly convex
everywhere. Moreover, despite the lack of convexity, the density of particles
versus the chemical potential appears to be a fractal curve known as the
complete devil's staircase.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 07:43:12 GMT""}]","2009-10-31"
"cond-mat/9904227","Michel Bergere","M.C. Berg\`ere (CEA/Saclay, SPhT, France)","Fractional statistic","flatex hald.tex, 3 files Submitted to: Phys. Rev. B",,"10.1063/1.1286982","SPhT-T99/035","cond-mat",,"  We improve Haldane's formula which gives the number of configurations for $N$
particles on $d$ states in a fractional statistic defined by the coupling
$g=l/m$. Although nothing is changed in the thermodynamic limit, the new
formula makes sense for finite $N=pm+r$ with $p$ integer and $0<r\leq m.$ A
geometrical interpretation of fractional statistic is given in terms of
''composite particles''.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 08:05:27 GMT""}]","2015-06-25"
"cond-mat/9904228","Matthias Fuchs","J. Bergenholtz and M. Fuchs","Nonergodicity transitions in colloidal suspensions with attractive
  interactions","11 pages, 7 figures; to be published in Phys. Rev. E (1 May 1999)",,"10.1103/PhysRevE.59.5706",,"cond-mat.soft",,"  The colloidal gel and glass transitions are investigated using the idealized
mode coupling theory (MCT) for model systems characterized by short-range
attractive interactions. Results are presented for the adhesive hard sphere and
hard core attractive Yukawa systems. According to MCT, the former system shows
a critical glass transition concentration that increases significantly with
introduction of a weak attraction. For the latter attractive Yukawa system, MCT
predicts low temperature nonergodic states that extend to the critical and
subcritical region. Several features of the MCT nonergodicity transition in
this system agree qualitatively with experimental observations on the colloidal
gel transition, suggesting that the gel transition is caused by a low
temperature extension of the glass transition. The range of the attraction is
shown to govern the way the glass transition line traverses the phase diagram
relative to the critical point, analogous to findings for the fluid-solid
freezing transition.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 08:14:54 GMT""}]","2009-10-31"
"cond-mat/9904229","Dima Shepelyansky","Pil Hun Song and Dima L. Shepelyansky (MPI, Heidelberg and CNRS,
  Toulouse)","Low energy transition in spectral statistics of 2D interactingfermions","revtex, 5 pages, 4 figures; new data for eigenfunctions are added",,"10.1103/PhysRevB.61.15546",,"cond-mat",,"  We study the level spacing statistics $P(s)$ and eigenstate properties of
spinless fermions with Coulomb interaction on a two dimensional lattice at
constant filling factor and various disorder strength. In the limit of large
lattice size, $P(s)$ undergoes a transition from the Poisson to the
Wigner-Dyson distribution at a critical total energy independent of the number
of fermions. This implies the emergence of quantum ergodicity induced by
interaction and delocalization in the Hilbert space at zero temperature.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 09:37:28 GMT""},{""version"":""v2"",""created"":""Tue, 7 Sep 1999 07:58:16 GMT""}]","2009-10-31"
"cond-mat/9904230","Jacek Miekisz","Jean-Pierre Gazeau, Jacek Miekisz","A symmetry group of a Thue-Morse quasicrystal","6 pages, Latex","J. Phys. A: Math. Gen. 31: L435-L440 (1998)","10.1088/0305-4470/31/23/001",,"cond-mat.stat-mech",,"  We present a method of coding general self-similar structures. In particular,
we construct a symmetry group of a one-dimensional Thue-Morse quasicrystal,
i.e., of a nonperiodic ground state of a certain translation-invariant,
exponentially decaying interaction.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 11:59:15 GMT""}]","2015-06-25"
"cond-mat/9904231","Takami Tohyama","T. Tohyama, Y. Shibata, S. Maekawa, Z.-X. Shen, N. Nagaosa, and L. L.
  Miller","Spin Liquid State around a Doped Hole in Insulating Cuprates","4 pages, 4 EPS figures, to be published in J. Phys. Soc. Jpn. Vol.
  69, No.1 January, 2000","J. Phys. Soc. Jpn. Vol.69, No.1, pp.9-12 (2000)","10.1143/JPSJ.69.9",,"cond-mat.str-el cond-mat.supr-con",,"  The numerically exact diagonalization study on small clusters of the t-J
model with the second- and third- neighbor hopping terms shows that a novel
spin liquid state is realized around a doped hole with momentum k=(pi,0) and
energy \sim 2J compared with that with (pi/2,pi/2) in insulating cuprates,
where the spin and charge degrees of freedom are approximately decoupled. Our
finding implies that the excitations in the insulating cuprates are mapped onto
the the d-wave resonating valence bond state.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:20:33 GMT""},{""version"":""v2"",""created"":""Mon, 20 Dec 1999 06:30:17 GMT""}]","2009-10-31"
"cond-mat/9904232","Miguel A. C. Gusmao","L. Ghivelder, I. Abrego Castillo, M. A. Gusmao, J. A. Alonso, L. F.
  Cohen","Specific heat and magnetic order in LaMnO_{3+\delta}","RevTeX 2-col, 8 pages, 5 ps figures included, submitted to PRB",,"10.1103/PhysRevB.60.12184",,"cond-mat",,"  Magnetic and specific-heat measurements are performed in three different
samples of LaMnO_{3+\delta}, with \delta=0.11, 0.15 and 0.26, presenting
important disorder effects, such as carrier localization, due to high amounts
of La and Mn vacancies. For the samples with \delta =0.11 and 0.15, magnetic
measurements show signatures of a two-step transition: as the temperature is
lowered, the system enters a ferromagnetic phase followed by a disorder-induced
cluster-glass state. Spin-wave-like contributions and an unexpected large
linear term are observed in the specific heat as a function of temperature. In
the sample with the highest vacancy content, \delta=0.26, the disorder is
sufficient to suppress even short-range ferromagnetic order and yield a
spin-glass-like state.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 12:30:30 GMT""}]","2009-10-31"
"cond-mat/9904233","Gerhard Brunthaler","V.M. Pudalov, G. Brunthaler, A. Prinz, and G. Bauer","Weak Field Hall Resistance and Effective Carrier Density Through
  Metal-Insulator Transition in Si-MOS Structures","4 pages, 4 figures, RevTex",,"10.1134/1.568128",,"cond-mat.str-el cond-mat.mes-hall",,"  We studied the weak field Hall voltage in 2D electron layers in Si-MOS
structures with different mobilities, through the metal-insulator transition.
In the vicinity of the critical density on the metallic side of the transition,
we have found weak deviations (about 6-20 %) of the Hall voltage from its
classical value. The deviations do not correlate with the strong temperature
dependence of the diagonal resistivity rho_{xx}(T). The smallest deviation in
R_{xy} was found in the highest mobility sample exhibiting the largest
variation in the diagonal resistivity \rho_{xx} with temperature (by a factor
of 5).
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 13:19:22 GMT""}]","2009-10-31"
"cond-mat/9904234","Dieter Joseph","Dieter Joseph","Self-Organized Criticality on Quasiperiodic Graphs","4 pages, 5 figures. to appear in EPJB",,"10.1007/s100510050910",,"cond-mat.stat-mech",,"  Self-organized critical models are used to describe the 1/f-spectra of rather
different physical situations like snow avalanches, noise of electric currents,
luminosities of stars or topologies of landscapes. The prototype of the
SOC-models is the sandpile model of Bak, Tang and Wiesenfeld (Phys. Rev. Lett.
59, (1987) 351). We implement this model on non-periodic graphs where it can
become either isotropic or anisotropic and compare its properties with the
periodic counterpart on the square lattice.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 14:51:15 GMT""},{""version"":""v2"",""created"":""Wed, 30 Jun 1999 09:54:50 GMT""},{""version"":""v3"",""created"":""Mon, 26 Jul 1999 16:29:42 GMT""}]","2009-10-31"
"cond-mat/9904235","Ziqiang Wang","Arti Tandon, Ziqiang Wang, and Gabriel Kotliar","Compressibility of the Two-Dimensional infinite-U Hubbard Model","4 pages, 3 eps figures, final version to appear in Phys. Rev. Lett","Phys. Rev. Lett. 83, 2046 (1999).","10.1103/PhysRevLett.83.2046",,"cond-mat.str-el",,"  We study the interactions between the coherent quasiparticles and the
incoherent Mott-Hubbard excitations and their effects on the low energy
properties in the $U=\infty$ Hubbard model. Within the framework of a
systematic large-N expansion, these effects first occur in the next to leading
order in 1/N. We calculate the scattering phase shift and the free energy, and
determine the quasiparticle weight Z, mass renormalization, and the
compressibility. It is found that the compressibility is strongly renormalized
and diverges at a critical doping $\delta_c=0.07\pm0.01$. We discuss the nature
of this zero-temperature phase transition and its connection to phase
separation and superconductivity.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 15:08:53 GMT""},{""version"":""v2"",""created"":""Fri, 13 Aug 1999 18:20:14 GMT""}]","2009-10-31"
"cs/9904009","Mark Lee","Mark Lee and Yorick Wilks","An ascription-based approach to speech acts","6 pages","Proceedings of COLING`96, Copenhagen. (1996)",,,"cs.CL",,"  The two principal areas of natural language processing research in pragmatics
are belief modelling and speech act processing. Belief modelling is the
development of techniques to represent the mental attitudes of a dialogue
participant. The latter approach, speech act processing, based on speech act
theory, involves viewing dialogue in planning terms. Utterances in a dialogue
are modelled as steps in a plan where understanding an utterance involves
deriving the complete plan a speaker is attempting to achieve. However,
previous speech act based approaches have been limited by a reliance upon
relatively simplistic belief modelling techniques and their relationship to
planning and plan recognition. In particular, such techniques assume
precomputed nested belief structures. In this paper, we will present an
approach to speech act processing based on novel belief modelling techniques
where nested beliefs are propagated on demand.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 16:03:27 GMT""}]","2007-05-23"
"gr-qc/9904039","Albert Roura","Albert Roura and Enric Verdaguer","Spacelike Fluctuations of the Stress Tensor for de Sitter Vacuum","revTeX, 7 pages. To appear in the proceedings of the 3rd Peyresq
  meeting","Int.J.Theor.Phys.38:3123-3133,1999","10.1023/A:1026624603044",,"gr-qc",,"  The two-point function characterizing the stress tensor fluctuations of a
massless minimally coupled field for an invariant vacuum state in de Sitter
spacetime is discussed. This two-point function is explicitly computed for
spacelike separated points which are geodesically connected. We show that these
fluctuations are as important as the expectation value of the stress tensor
itself. These quantum field fluctuations will induce fluctuations in the
geometry of de Sitter spacetime. This paper is a first step towards the
computation of such metric fluctuations, which may be of interest for
large-scale structure formation in cosmology. The relevance of our results in
this context is briefly discussed.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 14:13:48 GMT""}]","2011-04-15"
"hep-ex/9904016","P. C. Rowson","P. C. Rowson","Precision Electroweak Measurements at the SLC : Overview and Perspective","5 pages, 2 figures, from ""Weak Interactions and Neutrinos, 1999"",
  Feb. 1999",,,,"hep-ex",,"  Preliminary SLD electroweak results based on essentially the complete 550K Z
dataset are presented and interpreted, and some historical background is
provided.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 16:01:02 GMT""}]","2007-05-23"
"hep-ph/9904349","Francesco Vissani","Francesco Vissani","Neutrino spectrum, oscillation scenarios and neutrinoless double beta
  decay","LaTeX, 3 pages, 1 figure. Submitted to the ""6th Topical Seminar on
  Neutrino and Astroparticle Physics"", 17-21 May 1999, San Miniato, Italy",,,"IC/99/36","hep-ph",,"  We introduce the representation on one unitarity triangle of the constraints
resulting (1) from the interpretation of solar and atmospheric neutrino data in
terms of oscillations, and (2) from the search for neutrinoless double beta
decay. We show its use for the study of a nearly degenerate neutrino spectrum.
The representation shows clearly the particular cases when the neutrinoless
double beta decay rate can (or cannot) be small, that is: when the connection
of the decay rate with the neutrino spectrum is less (or more) direct. These
cases turn out to depend crucially on the scenario of oscillation (MSW
solutions, vacuum oscillations, averaged oscillations), and in particular on
the size of the mixing between the electron neutrino and the neutrino state
giving rise to atmospheric neutrino oscillations.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 17:22:48 GMT""},{""version"":""v2"",""created"":""Sat, 3 Jul 1999 10:31:18 GMT""}]","2007-05-23"
"hep-ph/9904350","Sheldon Stone","Sheldon Stone","Weak Decays, CKM and CP Violation","Presented at ""The 17th International Workshop on Weak Interactions
  and Neutrinos (WIN99),"" Capetown, South Africa, Jan. 1999, 14 pages 9 figures","Proc. of the 17th Int. Workshop on Weak Interactions and
  Neutrinos, ed. C. A. Dominguez and R. D. Viollier, World Scientific,
  Singapore, 2000, p447",,"HEPSY-4-1999","hep-ph",,"  I review several topics pertaining to Weak decays of b and c quarks,
including measurements of Vcb, |Vub/Vcb|, fDs and b->s gamma.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 17:42:47 GMT""}]","2007-05-23"
"hep-ph/9904351","Nicolao Fornengo","Nicolao Fornengo (Valencia)","Neutrino oscillation effect on the indirect signal of neutralino dark
  matter from the Earth core","Based on the talks delivered at WIN99, Cape Town, South Africa, 24-30
  January 1999 and the EU Meeting 'Physics Beyond the Standard Model', SISSA,
  Trieste, February 24-27, 1999 (to appear in the Proceedings)",,,"FTUV/99-27, IFIC/99-30","hep-ph astro-ph",,"  We investigate the effect induced by neutrino oscillation on the dark matter
indirect detection signal which consists in a muon neutrino flux produced by
neutralino annihilation in the Earth core. We consider the neutrino oscillation
parameters relevant to the atmosferic neutrino deficit, both in the nu_mu ->
nu_tau and nu_mu -> nu_s cases.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 20:51:40 GMT""}]","2007-05-23"
"hep-ph/9904352","Andrija Rasin","Charanjit S. Aulakh, Borut Bajc, Alejandra Melfo, Andrija Rasin, Goran
  Senjanovic","Intermediate Scales in Supersymmetric GUTs: the Survival of the Fittest","LaTeX, 11 pages, references added","Phys.Lett.B460:325-332,1999","10.1016/S0370-2693(99)00750-9",,"hep-ph",,"  We show that intermediate scales in supersymmetric grand unified theories may
exist naturally. Their origin is traced to the violation of the survival
principle: in supersymmetry internal symmetries often forbid cubic couplings in
the superpotential. This leads to a plethora of light supermultiplets whose
masses are generated only by higher dimensional operators and thus suppressed
by the cut-off scale. These new states often carry exotic quantum numbers and
may be, in some cases, accessible to experiments in the near future.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 21:58:05 GMT""},{""version"":""v2"",""created"":""Wed, 2 Jun 1999 20:49:12 GMT""}]","2011-02-09"
"hep-ph/9904353","Ralf Rapp","R. Rapp, T. Schaefer, E.V. Shuryak and M. Velkovsky","High Density QCD and Instantons","44 pages ReVTeX, incl. 23 eps/ps-figures, slightly revised version
  accepted for publication in Ann. of Phys","Annals Phys. 280 (2000) 35-99","10.1006/aphy.1999.5991","SUNY-NTG-99-04, IASSNS-HEP-99/40","hep-ph",,"  Instantons generate strong non-perturbative interactions between quarks. In
the vacuum, these interactions lead to chiral symmetry breaking and generate
constituent quark masses on the order of 300-400 MeV. The observation that the
same forces also provide attraction in the scalar diquark channel leads to the
prediction that cold quark matter is a color superconductor, with gaps as large
as $\sim$~100 MeV. We provide a systematic treatment of color superconductivity
in the instanton model. We show that the structure of the superconductor
depends on the number of flavors. In the case of two flavors, we verify the
standard scenario and provide an improved calculation of the mass gap. For
three flavors, we show that the ground state is color-flavor locked and
calculate the chiral condensate in the high density phase. We show that as a
function of the strange quark mass, there is a sharp transition between the two
phases. Finally, we go beyond the mean field approximation and investigate the
role of instanton-anti-instanton molecules, which -- besides superconducting
gap formation -- provide a competitive mechanism for chiral restoration at
finite density.
","[{""version"":""v1"",""created"":""Thu, 15 Apr 1999 22:37:35 GMT""},{""version"":""v2"",""created"":""Thu, 5 Aug 1999 00:10:00 GMT""}]","2009-10-31"
"hep-ph/9904354","Adrian Mirea","Adrian Mirea, Elemer Nagy","Study of the determination of the SUGRA parameters using the ATLAS
  detector in the case of L-violating R parity breaking","52 pages, 46 figures",,,,"hep-ph",,"  Simulating pp collisions at LHC energies in the framework of the SUGRA model
and the detection of the produced leptons and jets by ATLAS we demonstrate that
a clean signature of SUSY can be obtained over a large domain of the parameter
space in the case of L-violating R parity breaking ($\lambda$ couplings). The
obtained signal allows the reconstruction of the SUSY particles and thereby the
precise determination of the model parameters $m_0, m_{1/2}, tan\beta$ and sign
$\mu$.
","[{""version"":""v1"",""created"":""Fri, 16 Apr 1999 00:08:38 GMT""}]","2007-05-23"
